match_id,date,venue,city,match_type,team1,team2,toss_winner,toss_decision,winner,total_runs,total_wickets,total_balls,total_overs
1142213,2018-04-21,Tack-Tec Ground,Kuwait City,IT20,Saudi Arabia,United Arab Emirates,Saudi Arabia,bat,United Arab Emirates,207,12,208,34.67
1142214,2018-04-23,Tack-Tec Ground,Kuwait City,IT20,Qatar,Maldives,Qatar,bat,Qatar,254,14,245,40.83
1142215,2018-04-23,Tack-Tec Ground,Kuwait City,IT20,Kuwait,Saudi Arabia,Saudi Arabia,field,Saudi Arabia,188,13,194,32.33
1142216,2018-04-23,Sulabiya Ground,Kuwait City,IT20,United Arab Emirates,Bahrain,Bahrain,field,United Arab Emirates,247,17,254,42.33
1142217,2018-04-24,Sulabiya Ground,Kuwait City,IT20,United Arab Emirates,Maldives,United Arab Emirates,bat,United Arab Emirates,203,20,227,37.83
1142218,2018-04-24,Sulabiya Ground,Kuwait City,IT20,Saudi Arabia,Qatar,Qatar,field,Qatar,271,13,246,41.0
1142219,2018-04-24,Tack-Tec Ground,Kuwait City,IT20,Kuwait,Bahrain,Kuwait,bat,Kuwait,283,16,251,41.83
1142220,2018-04-26,Tack-Tec Ground,Kuwait City,IT20,United Arab Emirates,Kuwait,Kuwait,field,United Arab Emirates,316,12,252,42.0
1142221,2018-04-26,Sulabiya Ground,Kuwait City,IT20,Bahrain,Qatar,Qatar,field,Qatar,227,13,232,38.67
1142222,2018-04-26,Sulabiya Ground,Kuwait City,IT20,Saudi Arabia,Maldives,Saudi Arabia,bat,Saudi Arabia,273,15,250,41.67
1142223,2018-04-27,Tack-Tec Ground,Kuwait City,IT20,Kuwait,Saudi Arabia,Kuwait,bat,Kuwait,203,14,221,36.83
1142224,2018-04-27,Tack-Tec Ground,Kuwait City,IT20,Qatar,United Arab Emirates,Qatar,bat,United Arab Emirates,236,11,211,35.17
1143115,2018-04-14,Tafawa Balewa Square Cricket Oval,Lagos,IT20,Nigeria,Sierra Leone,Sierra Leone,field,Nigeria,242,16,241,40.17
1143118,2018-04-15,Tafawa Balewa Square Cricket Oval,Lagos,IT20,Ghana,Sierra Leone,Ghana,bat,Ghana,249,16,250,41.67
1143121,2018-04-18,Tafawa Balewa Square Cricket Oval,Lagos,IT20,Ghana,Gambia,Ghana,bat,Ghana,221,17,215,35.83
1143122,2018-04-18,Tafawa Balewa Square Cricket Oval,Lagos,IT20,Nigeria,Sierra Leone,Nigeria,bat,Nigeria,234,14,253,42.17
1143125,2018-04-21,Tafawa Balewa Square Cricket Oval,Lagos,IT20,Gambia,Sierra Leone,Gambia,bat,Sierra Leone,165,10,194,32.33
1151243,2018-07-07,Gahanga International Cricket Stadium. Rwanda,,IT20,Uganda,Kenya,Kenya,field,Kenya,481,9,248,41.33
